1_level,2_level,3_level,4_level,5_level,6_level,sub_1,object,id,rank,url,pub_date
film,rankings,Period,All-time,Variety,,,King Kong,tt0024216,68,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Beau Travail,tt0209933,69,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,12 Years a Slave,tt2024544,70,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,My Best Friend's Wedding,tt0119738,71,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Breaking the Waves,tt0115751,72,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Intolerance,tt0006864,73,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,My Neighbor Totoro,tt0096283,74,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Boogie Nights,tt0118749,75,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,The Tree of Life,tt0478304,76,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Goldfinger,tt0058150,77,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",tt0073198,78,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Waiting for Guffman,tt0118111,79,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Pixote,tt0082912,80,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,The Dark Knight,tt0468569,81,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Parasite,tt6751668,82,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Kramer vs. Kramer,tt0079417,83,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Pan's Labyrinth,tt0457430,84,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Natural Born Killers,tt0110632,85,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Close-Up,tt0100234,86,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,The Sound of Music,tt0059742,87,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Malcolm X,tt0104797,88,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Belle de Jour,tt0061395,89,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,The Shining,tt0081505,90,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Scenes From a Marriage,tt6725014,91,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Pink Flamingos,tt0069089,92,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Le Samouraï,tt0062229,93,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Bridesmaids,tt1478338,94,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Toy Story,tt0114709,95,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,A Hard Day's Night,tt0058182,96,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Alien,tt0078748,97,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,Women on the Verge of a Nervous Breakdown,tt0095675,98,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,12 Angry Men,tt0050083,99,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,All-time,Variety,,,The Graduate,tt0061722,100,https://variety.com/lists/best-movies-of-all-time/,12/21/2022
film,rankings,Period,By Decade,1920s,Time,,Nanook of the North,tt0013427,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,Orphans of the Storm,tt0012532,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,Pandora’s Box,tt0018737,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,"Steamboat Bill, Jr.",tt0019421,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,Sunrise: A Song of Two Humans,tt0018455,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,The Cabinet of Dr. Caligari,tt0010323,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,The Kid,tt0012349,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,The Passion of Joan of Arc,tt0019254,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,The Thief of Bagdad,tt0015400,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1920s,Time,,Within Our Gates,tt0011870,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,Gone with the Wind,tt0031381,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,Holiday,tt0030241,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,I Am a Fugitive from a Chain Gang,tt0023042,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,L'Atalante,tt0024844,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,My Man Godfrey,tt0028010,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,Scarface,tt0023427,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,Stagecoach,tt0031971,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,The 39 Steps,tt0026029,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,The Rules of the Game,tt0031885,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1930s,Time,,Top Hat,tt0027125,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,Beauty and the Beast,tt0038348,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,Bicycle Thieves,tt0040522,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,Black Narcissus,tt0039192,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,His Girl Friday,tt0032599,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,Let There Be Light,tt0038687,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,Mildred Pierce,tt0037913,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,Out of the Past,tt0039689,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,The Best Years of Our Lives,tt0036868,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,The Lady Eve,tt0033804,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1940s,Time,,The Magnificent Ambersons,tt0035015,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,Imitation of Life,tt0052918,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,Nights of Cabiria,tt0050783,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,On the Waterfront,tt0047296,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,Pather Panchali,tt0048473,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,Rio Bravo,tt0053221,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,Seven Samurai,tt0047478,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,Some Like It Hot,tt0053291,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,The 400 Blows,tt0053198,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,The Band Wagon,tt0045537,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1950s,Time,,Vertigo,tt0052357,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Army of Shadows,tt0064040,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Black Girl,tt0060758,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Bonnie and Clyde,tt0061418,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Breathless,tt0053472,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Cléo from 5 to 7,tt0055852,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Night of the Living Dead,tt0063350,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Psycho,tt0054215,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,Shame,tt0063611,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,The Leopard,tt0057091,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1960s,Time,,The Manchurian Candidate,tt0056218,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,Celine and Julie Go Boating,tt0071381,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,Harlan County U.S.A.,tt0074605,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,Jaws,tt0073195,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",tt0073198,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,Killer of Sheep,tt0076263,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,Last Tango in Paris,tt0070849,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,McCabe & Mrs. Miller,tt0067411,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,Taxi Driver,tt0075314,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,The Godfather Part II,tt0071562,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1970s,Time,,Young Frankenstein,tt0072431,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,Blow Out,tt0082085,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,Blue Velvet,tt0090756,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,E.T. the Extra-Terrestrial,tt0083866,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,Fast Times at Ridgemont High,tt0083929,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,Moonstruck,tt0093565,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,Sans Soleil,tt0084628,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,The Empire Strikes Back,tt0080684,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,The Night of the Shooting Stars,tt0084422,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,The Right Stuff,tt0086197,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1980s,Time,,Wings of Desire,tt0093191,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,All About My Mother,tt0185125,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Beau Travail,tt0209933,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Before Sunrise,tt0112471,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Carlito’s Way,tt0106519,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Chungking Express,tt0109424,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Dead Man,tt0112817,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Hard Boiled,tt0104684,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Irma Vep,tt0116650,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Jackie Brown,tt0119396,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,1990s,Time,,Malcolm X,tt0104797,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,25th Hour,tt0307901,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,Children of Men,tt0206634,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,Far from Heaven,tt0297884,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,In the Mood for Love,tt0118694,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,Marie Antoinette,tt0422720,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,Mulholland Dr.,tt0166924,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,Pan’s Labyrinth,tt0457430,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,The Circle,tt0255094,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,The Gleaners & I,tt0247380,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2000s,Time,,Yi Yi,tt0244316,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Holy Motors,tt2076220,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,I Am Not Your Negro,tt5804038,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Little Women,tt3281548,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Moonlight,tt4975722,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Once Upon a Time in Hollywood,tt7131622,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Only Lovers Left Alive,tt1714915,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Phoenix,tt2764784,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Selma,tt1020072,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,The Lost City of Z,tt1212428,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Decade,2010s,Time,,Under the Skin,tt1441395,,https://time.com/collection/100-best-movies/,7/26/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1951,The River,tt0043972,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1954,El,tt0045361,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1955,Voyage to Italy,tt0046511,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1956,A Man Escaped,tt0049902,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1957,A King in New York,tt0050598,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1958,Touch of Evil,tt0052311,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1959,Ugetsu Monogatari,tt0046478,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1960,Sansho the Bailiff,tt0047445,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1961,Lola,tt0055093,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1962,My Life to Live,tt0056663,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1963,Contempt,tt0057345,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1964,Band of Outsiders,tt0057869,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1965,Pierrot le Fou,tt0059592,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1966,Au Hasard Balthazar,tt0060138,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1967,Persona,tt0060827,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1968,The Chronicle of Anna Magdalena Bach,tt0062804,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1981,Francisca,tt0082408,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1981,The Aviator's Wife,tt0080728,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1982,A Room in Town,tt0084843,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1983,À Nos Amours,tt0086650,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1983,L'Argent,tt0085180,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1984,Full Moon in Paris,tt0087821,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1985,Hail Mary,tt0089366,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1986,The Green Ray,tt0091830,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1987,Under the Sun of Satan,tt0094011,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1988,A Short Film About Killing,tt0095468,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1989,Do the Right Thing,tt0097216,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1989,Red Wood Pigeon,tt0098055,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1990,Freeze Die Come to Life,tt0101003,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1990,The Little Gangster,tt0100357,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1991,Van Gogh,tt0103190,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1992,Unforgiven,tt0105695,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1993,A Perfect World,tt0107808,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1994,Caro diario,tt0109382,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1995,La Cérémonie,tt0112769,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1996,Crash,tt0115964,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1997,Hana-bi,tt0119250,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1998,Flowers of Shanghai,tt0156587,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,1999,Eyes Wide Shut,tt0120663,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2000,Esther Kahn,tt0183056,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2001,Mulholland Drive,tt0166924,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2002,Secret Things,tt0287963,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2002,Ten,tt0301978,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2004,Tropical Malady,tt0381668,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2005,Last Days,tt0403217,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2006,Private Fears in Public Places,tt0498120,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2006,The Sun,tt2033434,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2007,Paranoid Park,tt0842929,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2008,Redacted,tt0937237,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
film,rankings,Period,By Year,Cahiers du Cinema,Annual Top 10 List,2009,Wild Grass,tt1156143,1,https://en.wikipedia.org/wiki/Cahiers_du_Cin%C3%A9ma%27s_Annual_Top_10_Lists,7/25/2023
